date,business_id,revenue,visits,review_count,avg_rating,is_weekend,local_event_flag,marketing_spend
2024-07-10,corner_bakery,295.45,34,97,4.60,0,0,0.00
2024-07-10,evergreen_boutique,2024.57,44,60,4.31,0,0,0.00
2024-07-10,nonna_trattoria,3515.82,103,417,4.40,0,0,0.00
2024-07-10,shear_genius_salon,2587.55,44,144,4.21,0,0,0.00
2024-07-11,blue_bottle_cafe,1748.53,163,328,4.52,0,0,0.00
2024-07-11,corner_bakery,455.87,46,97,4.61,0,0,0.00
2024-07-11,evergreen_boutique,1820.11,37,60,4.31,0,0,75.00
2024-07-11,iron_pulse_gym,3677.94,108,220,3.89,0,0,0.00
2024-07-11,nonna_trattoria,4853.19,113,417,4.40,0,0,0.00
2024-07-11,shear_genius_salon,2781.61,50,144,4.20,0,0,0.00
2024-07-12,blue_bottle_cafe,2710.03,253,330,4.52,0,0,0.00
2024-07-12,evergreen_boutique,1994.28,41,60,4.31,0,0,0.00
2024-07-12,nonna_trattoria,7695.38,183,417,4.39,0,0,0.00
2024-07-12,shear_genius_salon,4317.12,63,145,4.20,0,0,0.00
2024-07-13,blue_bottle_cafe,3958.15,338,331,4.53,1,1,0.00
2024-07-13,evergreen_boutique,1652.72,39,60,4.31,1,1,0.00
2024-07-13,iron_pulse_gym,2211.21,69,221,3.88,1,1,0.00
2024-07-13,nonna_trattoria,10013.41,261,418,4.39,1,1,0.00
2024-07-13,shear_genius_salon,3729.24,68,146,4.20,1,1,0.00
2024-07-14,blue_bottle_cafe,2395.86,226,331,4.53,1,0,0.00
2024-07-14,corner_bakery,613.60,66,98,4.61,1,0,0.00
2024-07-14,evergreen_boutique,1193.64,29,60,4.32,1,0,0.00
2024-07-14,nonna_trattoria,10316.49,228,418,4.39,1,0,0.00
2024-07-14,shear_genius_salon,748.71,16,146,4.21,1,0,0.00
2024-07-15,blue_bottle_cafe,2113.14,168,331,4.52,0,0,0.00
2024-07-15,evergreen_boutique,1251.94,38,60,4.33,0,0,0.00
2024-07-15,iron_pulse_gym,3480.13,125,221,3.89,0,0,0.00
2024-07-15,nonna_trattoria,4113.13,95,418,4.39,0,0,0.00
2024-07-15,shear_genius_salon,1440.82,26,146,4.21,0,0,0.00
2024-07-16,blue_bottle_cafe,1397.12,131,333,4.53,0,0,0.00
2024-07-16,evergreen_boutique,1890.00,40,60,4.32,0,0,0.00
2024-07-16,iron_pulse_gym,2967.99,101,222,3.89,0,0,0.00
2024-07-16,nonna_trattoria,2947.32,93,418,4.40,0,0,0.00
2024-07-16,shear_genius_salon,2530.02,50,146,4.21,0,0,0.00
2024-07-17,blue_bottle_cafe,2238.26,163,334,4.53,0,0,0.00
2024-07-17,corner_bakery,318.71,44,98,4.61,0,0,0.00
2024-07-17,evergreen_boutique,1718.06,34,60,4.33,0,0,0.00
2024-07-17,iron_pulse_gym,3328.96,113,222,3.90,0,0,0.00
2024-07-17,nonna_trattoria,4516.25,105,418,4.40,0,0,0.00
2024-07-17,shear_genius_salon,2511.35,45,146,4.21,0,0,0.00
2024-07-18,blue_bottle_cafe,2161.92,168,336,4.54,0,0,0.00
2024-07-18,evergreen_boutique,1720.92,36,60,4.33,0,0,0.00
2024-07-18,nonna_trattoria,4315.46,114,418,4.40,0,0,0.00
2024-07-18,shear_genius_salon,2272.68,43,147,4.21,0,0,0.00
2024-07-19,blue_bottle_cafe,2035.48,155,336,4.53,0,0,0.00
2024-07-19,corner_bakery,544.96,55,98,4.61,0,0,0.00
2024-07-19,evergreen_boutique,1712.00,38,60,4.33,0,0,0.00
2024-07-19,iron_pulse_gym,2499.51,80,222,3.90,0,0,0.00
2024-07-19,nonna_trattoria,7566.48,191,419,4.40,0,0,0.00
2024-07-19,shear_genius_salon,3003.28,53,147,4.21,0,0,0.00
2024-07-20,blue_bottle_cafe,3229.08,259,337,4.53,1,1,0.00
2024-07-20,corner_bakery,1059.37,124,98,4.61,1,1,0.00
2024-07-20,evergreen_boutique,1768.25,39,60,4.33,1,1,0.00
2024-07-20,nonna_trattoria,16495.67,365,421,4.40,1,1,200.00
2024-07-20,shear_genius_salon,3139.28,58,147,4.21,1,1,0.00
2024-07-21,blue_bottle_cafe,2363.14,253,337,4.54,1,0,0.00
2024-07-21,evergreen_boutique,1457.67,29,60,4.32,1,0,0.00
2024-07-21,iron_pulse_gym,2421.83,76,222,3.90,1,0,0.00
2024-07-21,nonna_trattoria,10210.39,264,421,4.41,1,0,0.00
2024-07-21,shear_genius_salon,838.57,13,147,4.22,1,0,0.00
2024-07-22,blue_bottle_cafe,1759.92,134,339,4.54,0,0,0.00
2024-07-22,corner_bakery,399.00,49,98,4.61,0,0,0.00
2024-07-22,evergreen_boutique,1666.33,38,60,4.32,0,0,0.00
2024-07-22,nonna_trattoria,2629.24,81,421,4.41,0,0,0.00
2024-07-22,shear_genius_salon,1558.82,31,147,4.23,0,0,0.00
2024-07-23,blue_bottle_cafe,1784.15,133,339,4.55,0,0,0.00
2024-07-23,corner_bakery,472.79,48,98,4.61,0,0,0.00
2024-07-23,evergreen_boutique,1763.95,38,60,4.33,0,0,0.00
2024-07-23,iron_pulse_gym,3737.58,123,222,3.89,0,0,0.00
2024-07-23,nonna_trattoria,3808.37,118,421,4.41,0,0,0.00
2024-07-23,shear_genius_salon,1798.08,36,147,4.23,0,0,0.00
2024-07-24,blue_bottle_cafe,2105.15,159,339,4.55,0,0,0.00
2024-07-24,corner_bakery,584.34,61,98,4.61,0,0,0.00
2024-07-24,evergreen_boutique,1406.11,38,60,4.33,0,0,0.00
2024-07-24,iron_pulse_gym,1766.69,59,223,3.90,0,0,0.00
2024-07-24,nonna_trattoria,4751.59,116,422,4.41,0,0,0.00
2024-07-24,shear_genius_salon,2634.38,47,147,4.23,0,0,0.00
2024-07-25,blue_bottle_cafe,1630.69,163,339,4.55,0,0,0.00
2024-07-25,corner_bakery,669.27,65,99,4.60,0,0,0.00
2024-07-25,evergreen_boutique,1642.55,38,60,4.33,0,0,0.00
2024-07-25,iron_pulse_gym,2804.16,107,223,3.89,0,0,0.00
2024-07-25,nonna_trattoria,4036.74,127,422,4.41,0,0,0.00
2024-07-25,shear_genius_salon,4260.09,63,147,4.23,0,0,200.00
2024-07-26,blue_bottle_cafe,2340.10,223,339,4.55,0,0,0.00
2024-07-26,corner_bakery,276.04,37,99,4.60,0,0,0.00
2024-07-26,evergreen_boutique,2155.78,43,60,4.32,0,0,0.00
2024-07-26,iron_pulse_gym,3532.81,117,224,3.88,0,0,0.00
2024-07-26,nonna_trattoria,6867.85,185,423,4.41,0,0,0.00
2024-07-26,shear_genius_salon,3695.16,68,148,4.24,0,0,0.00
2024-07-27,blue_bottle_cafe,3006.04,281,340,4.55,1,0,0.00
2024-07-27,corner_bakery,720.03,98,99,4.60,1,0,0.00
2024-07-27,evergreen_boutique,2012.67,43,60,4.33,1,0,0.00
2024-07-27,iron_pulse_gym,1954.00,69,224,3.88,1,0,0.00
2024-07-27,nonna_trattoria,8589.50,192,423,4.41,1,0,0.00
2024-07-27,shear_genius_salon,3328.75,61,148,4.24,1,0,0.00
2024-07-28,blue_bottle_cafe,2557.68,204,341,4.55,1,0,0.00
2024-07-28,evergreen_boutique,1869.98,34,60,4.33,1,0,0.00
2024-07-28,nonna_trattoria,7507.79,195,423,4.42,1,0,0.00
2024-07-28,shear_genius_salon,949.31,18,148,4.24,1,0,0.00
2024-07-29,blue_bottle_cafe,2031.22,164,342,4.55,0,0,0.00
2024-07-29,corner_bakery,470.30,46,99,4.60,0,0,150.00
2024-07-29,evergreen_boutique,1677.23,38,60,4.33,0,0,0.00
2024-07-29,iron_pulse_gym,4795.05,133,224,3.88,0,0,0.00
2024-07-29,nonna_trattoria,2569.25,81,423,4.42,0,0,0.00
2024-07-29,shear_genius_salon,1094.75,24,148,4.24,0,0,0.00
2024-07-30,blue_bottle_cafe,1618.46,143,342,4.54,0,0,0.00
2024-07-30,evergreen_boutique,1759.55,32,60,4.33,0,0,0.00
2024-07-30,iron_pulse_gym,3591.84,117,224,3.88,0,0,0.00
2024-07-30,nonna_trattoria,2729.15,88,423,4.42,0,0,0.00
2024-07-30,shear_genius_salon,1931.45,35,149,4.24,0,0,0.00
2024-07-31,blue_bottle_cafe,1791.17,136,342,4.54,0,0,0.00
2024-07-31,corner_bakery,350.07,45,99,4.60,0,0,0.00
2024-07-31,evergreen_boutique,1865.96,38,60,4.33,0,0,0.00
2024-07-31,iron_pulse_gym,3948.22,112,224,3.88,0,0,0.00
2024-07-31,nonna_trattoria,4063.99,131,424,4.42,0,0,0.00
2024-07-31,shear_genius_salon,2082.91,37,149,4.24,0,0,0.00
2024-08-01,blue_bottle_cafe,2450.15,178,342,4.54,0,0,0.00
2024-08-01,evergreen_boutique,1768.68,36,60,4.33,0,0,0.00
2024-08-01,iron_pulse_gym,3027.46,105,224,3.87,0,0,0.00
2024-08-01,nonna_trattoria,4396.98,99,424,4.42,0,0,0.00
2024-08-01,shear_genius_salon,2801.14,50,149,4.25,0,0,0.00
2024-08-02,blue_bottle_cafe,2381.48,207,342,4.54,0,0,0.00
2024-08-02,evergreen_boutique,1874.41,41,60,4.33,0,0,0.00
2024-08-02,iron_pulse_gym,2734.49,96,224,3.87,0,0,0.00
2024-08-02,nonna_trattoria,6549.82,183,424,4.43,0,0,0.00
2024-08-02,shear_genius_salon,2350.24,42,150,4.24,0,0,0.00
2024-08-03,blue_bottle_cafe,3424.36,290,345,4.54,1,0,0.00
2024-08-03,corner_bakery,1300.61,120,99,4.59,1,0,0.00
2024-08-03,evergreen_boutique,2219.97,38,60,4.34,1,0,0.00
2024-08-03,nonna_trattoria,6217.80,208,424,4.42,1,0,0.00
2024-08-03,shear_genius_salon,2718.47,49,150,4.24,1,0,0.00
2024-08-04,blue_bottle_cafe,2512.05,234,346,4.53,1,0,0.00
2024-08-04,corner_bakery,929.87,92,100,4.59,1,0,0.00
2024-08-04,evergreen_boutique,1729.21,38,60,4.34,1,0,0.00
2024-08-04,iron_pulse_gym,2548.89,76,224,3.87,1,0,0.00
2024-08-04,nonna_trattoria,7236.02,223,425,4.42,1,0,0.00
2024-08-04,shear_genius_salon,1058.09,18,150,4.24,1,0,0.00
2024-08-05,blue_bottle_cafe,1787.24,145,347,4.53,0,0,0.00
2024-08-05,evergreen_boutique,2335.85,45,60,4.34,0,0,0.00
2024-08-05,iron_pulse_gym,4343.28,138,224,3.87,0,0,0.00
2024-08-05,nonna_trattoria,3111.41,102,425,4.42,0,0,0.00
2024-08-05,shear_genius_salon,1293.15,23,150,4.24,0,0,0.00
2024-08-06,blue_bottle_cafe,1695.02,143,348,4.53,0,0,0.00
2024-08-06,evergreen_boutique,1382.08,37,60,4.34,0,0,0.00
2024-08-06,iron_pulse_gym,3727.34,131,224,3.86,0,0,0.00
2024-08-06,nonna_trattoria,4073.71,105,425,4.41,0,0,0.00
2024-08-06,shear_genius_salon,2294.13,46,150,4.24,0,0,0.00
2024-08-07,blue_bottle_cafe,2090.87,180,348,4.53,0,0,0.00
2024-08-07,evergreen_boutique,1669.52,39,60,4.34,0,0,0.00
2024-08-07,iron_pulse_gym,3241.85,107,224,3.86,0,0,0.00
2024-08-07,nonna_trattoria,4634.87,102,426,4.42,0,0,0.00
2024-08-07,shear_genius_salon,2248.54,47,151,4.24,0,0,0.00
2024-08-08,blue_bottle_cafe,1746.43,145,350,4.53,0,0,0.00
2024-08-08,corner_bakery,499.01,66,101,4.60,0,0,0.00
2024-08-08,evergreen_boutique,1517.85,34,60,4.34,0,0,0.00
2024-08-08,nonna_trattoria,7071.60,145,426,4.41,0,0,0.00
2024-08-08,shear_genius_salon,2660.04,50,152,4.24,0,0,0.00
2024-08-09,blue_bottle_cafe,2965.91,244,352,4.53,0,0,50.00
2024-08-09,corner_bakery,802.19,100,101,4.60,0,0,0.00
2024-08-09,evergreen_boutique,1582.61,35,60,4.34,0,0,0.00
2024-08-09,iron_pulse_gym,2579.89,92,224,3.86,0,0,0.00
2024-08-09,nonna_trattoria,6805.89,169,426,4.41,0,0,0.00
2024-08-09,shear_genius_salon,3091.55,52,153,4.25,0,0,0.00
2024-08-10,blue_bottle_cafe,3690.39,309,353,4.53,1,0,0.00
2024-08-10,corner_bakery,630.11,68,101,4.60,1,0,0.00
2024-08-10,evergreen_boutique,1496.30,35,60,4.35,1,0,0.00
2024-08-10,nonna_trattoria,11831.07,279,427,4.41,1,0,0.00
2024-08-10,shear_genius_salon,3910.13,69,153,4.24,1,0,0.00
2024-08-11,blue_bottle_cafe,4595.87,356,354,4.53,1,1,0.00
2024-08-11,corner_bakery,1079.17,117,101,4.61,1,1,0.00
2024-08-11,evergreen_boutique,1399.79,34,60,4.35,1,1,0.00
2024-08-11,nonna_trattoria,10574.25,290,428,4.41,1,1,0.00
2024-08-11,shear_genius_salon,1051.46,18,153,4.25,1,1,0.00
2024-08-12,blue_bottle_cafe,1598.07,150,354,4.53,0,0,0.00
2024-08-12,corner_bakery,323.68,31,101,4.61,0,0,0.00
2024-08-12,evergreen_boutique,1770.10,36,60,4.35,0,0,0.00
2024-08-12,nonna_trattoria,4674.86,113,429,4.42,0,0,0.00
2024-08-12,shear_genius_salon,1672.64,31,155,4.25,0,0,0.00
2024-08-13,blue_bottle_cafe,1360.32,130,354,4.53,0,0,0.00
2024-08-13,evergreen_boutique,1855.41,41,60,4.35,0,0,0.00
2024-08-13,iron_pulse_gym,2768.39,91,225,3.85,0,0,0.00
2024-08-13,nonna_trattoria,3217.91,84,429,4.42,0,0,0.00
2024-08-13,shear_genius_salon,1851.68,33,155,4.25,0,0,0.00
2024-08-14,blue_bottle_cafe,2065.25,144,354,4.55,0,0,0.00
2024-08-14,corner_bakery,810.76,74,101,4.60,0,0,0.00
2024-08-14,evergreen_boutique,2005.77,37,60,4.35,0,0,0.00
2024-08-14,iron_pulse_gym,2733.98,102,225,3.84,0,0,0.00
2024-08-14,nonna_trattoria,3656.55,92,429,4.41,0,0,0.00
2024-08-14,shear_genius_salon,2890.70,51,156,4.25,0,0,0.00
2024-08-15,blue_bottle_cafe,2011.93,173,355,4.55,0,0,0.00
2024-08-15,corner_bakery,469.05,48,101,4.60,0,0,0.00
2024-08-15,evergreen_boutique,1913.33,43,60,4.34,0,0,0.00
2024-08-15,iron_pulse_gym,2656.77,90,225,3.86,0,0,0.00
2024-08-15,nonna_trattoria,5235.45,130,430,4.41,0,0,0.00
2024-08-15,shear_genius_salon,1878.51,34,156,4.25,0,0,0.00
2024-08-16,blue_bottle_cafe,2455.18,212,355,4.55,0,0,0.00
2024-08-16,corner_bakery,417.84,41,101,4.60,0,0,0.00
2024-08-16,evergreen_boutique,1905.80,42,60,4.35,0,0,0.00
2024-08-16,iron_pulse_gym,2546.43,79,225,3.86,0,0,0.00
2024-08-16,nonna_trattoria,6367.01,177,431,4.42,0,0,0.00
2024-08-16,shear_genius_salon,3146.21,63,156,4.25,0,0,0.00
2024-08-17,blue_bottle_cafe,2705.41,245,355,4.55,1,0,0.00
2024-08-17,corner_bakery,980.91,130,101,4.60,1,0,0.00
2024-08-17,evergreen_boutique,2152.36,41,60,4.36,1,0,0.00
2024-08-17,iron_pulse_gym,2818.70,78,225,3.85,1,0,0.00
2024-08-17,nonna_trattoria,7962.21,232,432,4.42,1,0,0.00
2024-08-17,shear_genius_salon,3759.40,60,156,4.25,1,0,0.00
2024-08-18,blue_bottle_cafe,2692.44,211,355,4.55,1,0,0.00
2024-08-18,evergreen_boutique,1351.26,31,60,4.36,1,0,0.00
2024-08-18,iron_pulse_gym,1162.69,45,225,3.85,1,0,0.00
2024-08-18,nonna_trattoria,7447.49,208,434,4.43,1,0,0.00
2024-08-18,shear_genius_salon,875.59,14,156,4.26,1,0,0.00
2024-08-19,blue_bottle_cafe,1649.82,125,356,4.55,0,0,0.00
2024-08-19,corner_bakery,505.03,54,101,4.59,0,0,0.00
2024-08-19,evergreen_boutique,1348.08,30,60,4.36,0,0,0.00
2024-08-19,nonna_trattoria,3286.38,99,435,4.43,0,0,0.00
2024-08-19,shear_genius_salon,1540.85,27,156,4.25,0,0,0.00
2024-08-20,blue_bottle_cafe,1069.55,122,357,4.55,0,0,0.00
2024-08-20,corner_bakery,211.39,27,101,4.59,0,0,0.00
2024-08-20,evergreen_boutique,1552.42,35,60,4.36,0,0,0.00
2024-08-20,iron_pulse_gym,4182.08,126,227,3.86,0,0,0.00
2024-08-20,nonna_trattoria,3830.63,91,436,4.44,0,0,0.00
2024-08-20,shear_genius_salon,2855.74,46,156,4.24,0,0,0.00
2024-08-21,blue_bottle_cafe,2098.14,171,357,4.55,0,0,0.00
2024-08-21,corner_bakery,499.42,65,101,4.59,0,0,0.00
2024-08-21,evergreen_boutique,2263.76,40,60,4.36,0,0,0.00
2024-08-21,iron_pulse_gym,3632.78,125,227,3.86,0,0,0.00
2024-08-21,nonna_trattoria,4881.75,146,436,4.44,0,0,75.00
2024-08-21,shear_genius_salon,2712.59,49,157,4.23,0,0,0.00
2024-08-22,blue_bottle_cafe,1874.25,153,357,4.55,0,0,0.00
2024-08-22,corner_bakery,378.84,43,102,4.58,0,0,0.00
2024-08-22,evergreen_boutique,2264.30,39,60,4.36,0,0,0.00
2024-08-22,iron_pulse_gym,2307.12,81,227,3.85,0,0,0.00
2024-08-22,nonna_trattoria,5405.03,165,436,4.45,0,0,0.00
2024-08-22,shear_genius_salon,2479.78,41,157,4.23,0,0,0.00
2024-08-23,blue_bottle_cafe,3543.81,276,358,4.56,0,0,0.00
2024-08-23,corner_bakery,453.13,48,102,4.59,0,0,0.00
2024-08-23,evergreen_boutique,2249.99,39,61,4.36,0,0,0.00
2024-08-23,nonna_trattoria,7565.66,207,437,4.45,0,0,0.00
2024-08-23,shear_genius_salon,2745.53,50,158,4.24,0,0,0.00
2024-08-24,blue_bottle_cafe,2877.02,288,359,4.55,1,0,0.00
2024-08-24,corner_bakery,1037.76,115,102,4.58,1,0,0.00
2024-08-24,evergreen_boutique,1935.49,44,61,4.36,1,0,0.00
2024-08-24,iron_pulse_gym,1596.37,53,227,3.84,1,0,0.00
2024-08-24,nonna_trattoria,11152.14,266,440,4.45,1,0,0.00
2024-08-24,shear_genius_salon,2964.56,67,159,4.24,1,0,0.00
2024-08-25,blue_bottle_cafe,3065.69,275,359,4.54,1,0,0.00
2024-08-25,corner_bakery,773.32,92,102,4.58,1,0,0.00
2024-08-25,evergreen_boutique,1597.12,34,61,4.36,1,0,0.00
2024-08-25,iron_pulse_gym,1586.52,53,227,3.85,1,0,0.00
2024-08-25,nonna_trattoria,8253.14,232,441,4.46,1,0,0.00
2024-08-25,shear_genius_salon,734.24,13,159,4.24,1,0,0.00
2024-08-26,blue_bottle_cafe,1793.23,148,359,4.54,0,0,0.00
2024-08-26,corner_bakery,366.48,42,102,4.58,0,0,0.00
2024-08-26,evergreen_boutique,1710.44,39,61,4.36,0,0,0.00
2024-08-26,iron_pulse_gym,4040.25,147,227,3.85,0,0,0.00
2024-08-26,nonna_trattoria,2899.33,78,441,4.45,0,0,0.00
2024-08-26,shear_genius_salon,1614.91,26,159,4.24,0,0,0.00
2024-08-27,blue_bottle_cafe,1462.88,122,360,4.53,0,0,0.00
2024-08-27,corner_bakery,228.43,29,102,4.59,0,0,0.00
2024-08-27,evergreen_boutique,1516.64,35,61,4.35,0,0,0.00
2024-08-27,iron_pulse_gym,3368.46,117,229,3.85,0,0,0.00
2024-08-27,nonna_trattoria,4372.82,114,441,4.45,0,0,0.00
2024-08-27,shear_genius_salon,2128.24,40,159,4.24,0,0,0.00
2024-08-28,blue_bottle_cafe,1553.03,138,361,4.54,0,0,0.00
2024-08-28,evergreen_boutique,1647.26,36,61,4.35,0,0,0.00
2024-08-28,iron_pulse_gym,2234.97,90,229,3.85,0,0,0.00
2024-08-28,nonna_trattoria,6341.01,129,441,4.45,0,0,0.00
2024-08-28,shear_genius_salon,2844.68,47,159,4.24,0,0,0.00
2024-08-29,blue_bottle_cafe,1917.07,157,361,4.54,0,0,0.00
2024-08-29,evergreen_boutique,1967.12,39,61,4.35,0,0,0.00
2024-08-29,iron_pulse_gym,4454.49,148,229,3.86,0,0,0.00
2024-08-29,nonna_trattoria,5359.77,153,441,4.45,0,0,0.00
2024-08-29,shear_genius_salon,2008.75,43,160,4.24,0,0,0.00
2024-08-30,blue_bottle_cafe,3306.70,246,361,4.55,0,0,0.00
2024-08-30,corner_bakery,477.90,50,103,4.60,0,0,0.00
2024-08-30,evergreen_boutique,2122.89,41,62,4.36,0,0,0.00
2024-08-30,iron_pulse_gym,1922.23,73,229,3.86,0,0,0.00
2024-08-30,nonna_trattoria,7461.50,205,441,4.45,0,0,0.00
2024-08-30,shear_genius_salon,2255.51,42,160,4.24,0,0,0.00
2024-08-31,blue_bottle_cafe,2804.59,234,361,4.55,1,0,0.00
2024-08-31,evergreen_boutique,1860.26,38,62,4.36,1,0,0.00
2024-08-31,iron_pulse_gym,1696.54,60,229,3.86,1,0,0.00
2024-08-31,nonna_trattoria,10855.19,264,441,4.45,1,0,0.00
2024-08-31,shear_genius_salon,3340.89,58,160,4.24,1,0,0.00
2024-09-01,blue_bottle_cafe,3565.50,267,361,4.55,1,0,0.00
2024-09-01,corner_bakery,542.16,67,103,4.59,1,0,0.00
2024-09-01,evergreen_boutique,1873.51,37,62,4.36,1,0,0.00
2024-09-01,nonna_trattoria,7986.43,251,444,4.45,1,0,0.00
2024-09-01,shear_genius_salon,856.50,15,160,4.24,1,0,0.00
2024-09-02,blue_bottle_cafe,2281.74,185,362,4.55,0,0,150.00
2024-09-02,corner_bakery,650.75,54,103,4.59,0,0,0.00
2024-09-02,evergreen_boutique,1707.23,39,62,4.36,0,0,0.00
2024-09-02,nonna_trattoria,3751.00,119,444,4.45,0,0,0.00
2024-09-02,shear_genius_salon,1562.89,33,160,4.24,0,0,0.00
2024-09-03,blue_bottle_cafe,2337.22,186,362,4.55,0,0,0.00
2024-09-03,evergreen_boutique,1705.98,40,62,4.37,0,0,0.00
2024-09-03,iron_pulse_gym,2564.55,114,231,3.85,0,0,0.00
2024-09-03,nonna_trattoria,5142.78,122,444,4.45,0,0,0.00
2024-09-03,shear_genius_salon,1798.53,38,160,4.24,0,0,0.00
2024-09-04,blue_bottle_cafe,1688.85,182,363,4.55,0,0,0.00
2024-09-04,evergreen_boutique,1540.97,37,62,4.38,0,0,0.00
2024-09-04,iron_pulse_gym,3046.22,94,231,3.85,0,0,0.00
2024-09-04,nonna_trattoria,3599.15,115,444,4.45,0,0,0.00
2024-09-04,shear_genius_salon,2522.58,55,160,4.24,0,0,0.00
2024-09-05,blue_bottle_cafe,2052.32,181,363,4.55,0,0,0.00
2024-09-05,evergreen_boutique,1644.24,37,62,4.38,0,0,0.00
2024-09-05,iron_pulse_gym,3474.04,110,232,3.84,0,0,0.00
2024-09-05,nonna_trattoria,5291.20,150,445,4.45,0,0,0.00
2024-09-05,shear_genius_salon,2166.29,38,160,4.24,0,0,0.00
2024-09-06,blue_bottle_cafe,2797.28,219,365,4.54,0,1,0.00
2024-09-06,corner_bakery,743.95,87,106,4.59,0,1,0.00
2024-09-06,evergreen_boutique,1757.27,43,62,4.38,0,1,0.00
2024-09-06,nonna_trattoria,10534.55,233,445,4.45,0,1,0.00
2024-09-06,shear_genius_salon,2447.85,44,160,4.25,0,1,0.00
2024-09-07,blue_bottle_cafe,3403.45,274,365,4.54,1,0,0.00
2024-09-07,corner_bakery,654.40,58,106,4.58,1,0,0.00
2024-09-07,evergreen_boutique,1558.28,36,62,4.38,1,0,0.00
2024-09-07,iron_pulse_gym,2421.06,78,232,3.84,1,0,0.00
2024-09-07,nonna_trattoria,7509.62,235,445,4.46,1,0,0.00
2024-09-07,shear_genius_salon,2239.22,48,160,4.24,1,0,0.00
2024-09-08,blue_bottle_cafe,2585.40,201,366,4.54,1,0,0.00
2024-09-08,corner_bakery,605.46,56,106,4.58,1,0,0.00
